"","X","Y"
"1",0.465351577615365,1.80458255260581
"2",0.413395541487262,3.10698349587059
"3",0.547248155809939,1.37457490215304
"4",0.588512137532234,1.33528910635657
"5",0.0746013305615634,1.38668135586001
"6",0.584322429727763,5.00841787997995
"7",0.802107627736405,5.42453504492929
"8",0.532525968970731,1.04102916192311
"9",0.60229692957364,2.06342724722533
"10",0.00112848333083093,0.531090356989928
"11",0.224697798257694,2.86794498035629
"12",0.290831298800185,0.767798129409177
"13",0.398158560507,0.769140934998352
"14",0.971306343795732,1.47183349596538
"15",0.825989287113771,6.96904257565371
"16",0.849926620954648,3.80657769420543
"17",0.855822344310582,1.00756020812298
"18",0.888251749100164,1.27425671284971
"19",0.306775846518576,11.6442888663925
"20",0.775274567771703,5.97952141076981
"21",0.16539737326093,0.309599109813023
"22",0.180755000095814,1.47657000153407
"23",0.364748088642955,8.26637615814245
"24",0.800385062815621,1.98848803489436
"25",0.71416377555579,1.37356836534499
"26",0.433713804231957,0.996009149100742
"27",0.356975444359705,0.878955918749472
"28",0.0664401515386999,5.92670181873268
"29",0.953882817411795,4.68745672817412
"30",0.249699413776398,0.989485408806011
"31",0.985368228983134,3.18110320109981
"32",0.292182183125988,0.834018269775487
"33",0.693932960974053,2.81476225972018
"34",0.817856041248888,0.922379471691005
"35",0.321090819314122,1.25429491310867
"36",0.273929768009111,0.822754424215771
"37",0.86917834635824,4.41518388825326
"38",0.893765567103401,4.59450172955582
"39",0.61206732573919,0.777285089456432
"40",0.678554681828246,1.09445477782577
"41",0.0771725329104811,0.769487324264855
"42",0.806447307346389,3.94195637093487
"43",0.0215021611656994,0.694840273372222
"44",0.810156374238431,1.87010787898777
"45",0.431152064586058,1.42459332713441
"46",0.69344517798163,1.1912573418927
"47",0.405818475177512,0.777192699411799
"48",0.118544243974611,0.98445698881729
"49",0.19343523029238,1.45702558275094
"50",0.250761033734307,0.785949350559533
"51",0.909980508033186,1.68494139104502
"52",0.44203909789212,1.18814019216661
"53",0.77986103342846,1.49822894611432
"54",0.495460026664659,4.03606581321845
"55",0.930188052123412,2.15515609010668
"56",0.177921117981896,1.6652067566885
"57",0.482358315261081,1.50132043129164
"58",0.882636372931302,2.17958380101753
"59",0.996368640568107,3.10914514527765
"60",0.284706543199718,0.776576364220294
"61",0.366048503434286,0.651090683589248
"62",0.036215255735442,0.992670997534256
"63",0.711307462072,1.54551210466739
"64",0.121350679080933,0.753597767876816
"65",0.751961261499673,1.94605580137646
"66",0.349573018727824,2.05465977248727
"67",0.111652197083458,1.24892118356378
"68",0.273841652320698,1.0136426667772
"69",0.350242671789601,0.87726056785523
"70",0.266673882259056,0.704769437640335
"71",0.912083040224388,1.20949474945577
"72",0.619473977480084,1.32039324159507
"73",0.153837497578934,2.8013371441791
"74",0.924126002937555,3.01948798893188
"75",0.0758407430257648,1.87656986302286
"76",0.0671272864565253,13.7529180370878
"77",0.343963630963117,5.39308484600888
"78",0.253369694575667,0.900716113855026
"79",0.92382259760052,2.77476110758167
"80",0.25889283278957,0.993393533821467
"81",0.450976646738127,0.881215106510487
"82",0.364765443839133,3.99758266839052
"83",0.823509579990059,1.60411745802898
"84",0.358963759150356,2.7630483987081
"85",0.242232196498662,1.12074468015164
"86",0.832042395835742,0.991071547355719
"87",0.0102027954999357,0.861416840065546
"88",0.757295611081645,3.16019589654967
"89",0.398244882002473,3.39021155647873
"90",0.522714885184541,1.4196464397742
"91",0.511977327754721,1.12124742336176
"92",0.383528002537787,1.27754851415651
"93",0.128093874081969,1.75664682546655
"94",0.540982095291838,2.80997930639633
"95",0.76390294614248,9.59853196815873
"96",0.811314976075664,2.76029549998846
"97",0.500050482572988,1.29650599014343
"98",0.873710583196953,4.17386360817772
"99",0.853793118149042,3.27026443834043
"100",0.902452716836706,6.07487336486634
"101",0.4155483241193,1.93342999531687
"102",0.454578892560676,1.93520686811963
"103",0.331815770827234,3.31097029562906
"104",0.839581966167316,2.40144253295001
"105",0.132202747277915,0.392038076673842
"106",0.090810650261119,1.69820107272109
"107",0.8364267507568,1.56517657574462
"108",0.903354382840917,3.73956378966965
"109",0.362165166065097,3.11475167869989
"110",0.33262031711638,1.03218437175483
"111",0.193592900177464,1.18011387589501
"112",0.118362682871521,4.63529532926161
"113",0.696951433084905,0.995682077553295
"114",0.180377140641212,0.55565050867637
"115",0.52933313138783,1.2495968492664
"116",0.0834307095501572,4.3818461155941
"117",0.164351475425065,0.42161204838641
"118",0.276855363510549,0.873708427694003
"119",0.0691832706797868,1.97236060846377
"120",0.463520833058283,7.39485404892882
"121",0.973227362614125,1.60153223040393
"122",0.234522567829117,3.13036328109228
"123",0.582879164954647,1.83094203504225
"124",0.667296823114157,1.71732927540134
"125",0.567559374729171,1.16712983474133
"126",0.998926303582266,1.63157814546778
"127",0.755689632846043,1.37386100337694
"128",0.897563888225704,2.53498280827883
"129",0.176146203884855,1.28084563447688
"130",0.780856209574267,1.56685221185313
"131",0.608142174314708,4.16571555050581
"132",0.158582737669349,4.04742570366477
"133",0.318728662561625,3.00097853228133
"134",0.0913056682329625,0.504727041486238
"135",0.839792710263282,1.1196540878564
"136",0.589745151577517,1.07364455780435
"137",0.435814643045887,1.63790316249728
"138",0.388393892906606,0.558377571389124
"139",0.316929507767782,1.38848191782979
"140",0.516144494526088,1.68997449640405
"141",0.739039422245696,2.0538294360629
"142",0.112254065461457,0.388094944712044
